OBJECTID,BIN,ST_NUMBER,ST_UNIT,UNIT_TYPE,PREDIR,ST_NAME,SUFFIX,POSTDIR,ZIP,STSEGID,USE_TYPE,created_user,created_date,last_edited_user,last_edited_date,MasterAddressID
8132,30810154,2516,, , ,HILLWOOD,PL, ,22901, ,R,,,,,8132
8133,32310181,2138,, , ,TARLETON,DR, ,22901, ,R,,,,,8133
8134,32910177,110,, , ,GREENBRIER,TER, ,22901, ,R,,,,,8134
8135,598216726,515,, , ,PARK,ST, ,22902, , ,,,,,8135
8136,606816776,524,, , ,8TH,ST,NE,22902, ,R,,,,,8136
8137,608316808,501,, , ,PARK,ST, ,22902, , ,,,,,8137
8145,108523640,1007,, , ,AVON,ST, ,22902, ,R,,,,,8145
8146,1448817349,919,, , ,BING,LN, ,22903, ,R,,,,,8146
8009,117634907,1516,B,APT, ,ANTOINETTE,AVE, ,22903, ,R,,,,,8009
8010,118694996,1518,B,APT, ,ANTOINETTE,AVE, ,22903, ,R,,,,,8010
8192,95162132,700,B,APT, ,PROSPECT,AVE, ,22903, ,R,,,,,8192
8484,76848821,1001,102,UNIT,E,MARKET,ST, ,22902, ,R,,,,,8484
8501,102282797,910,C,APT, ,BELMONT,AVE, ,22902, ,R,,,,,8501
8516,117394874,1517,A,APT, ,ANTOINETTE,AVE, ,22903, ,R,,,,,8516
8517,117634907,1516,A,APT, ,ANTOINETTE,AVE, ,22903, ,R,,,,,8517
8518,115864696,1515,B,APT, ,ANTOINETTE,AVE, ,22903, ,R,,,,,8518
8519,117394874,1517,B,APT, ,ANTOINETTE,AVE, ,22903, ,R,,,,,8519
8524,51648007,1305,C,UNIT, ,LONG,ST, ,22901, ,C,,,,,8524
8525,51648007,1305,D,UNIT, ,LONG,ST, ,22901, ,C,,,,,8525
8613,113054275,1713,B,APT, ,CHERRY,AVE, ,22903, ,R,,,,,8613
8667,51648007,1305,E,UNIT, ,LONG,ST, ,22901, ,C,,,,,8667
8952,318013782,700,, , ,NORTH,AVE, ,22901, ,R,,,emerickr,2015-05-21T19:03:42.000Z,8952
8980,543416182,210,3,APT, ,15TH,ST,NW,22903, ,R,,,,,8980
8981,543416182,210,4,APT, ,15TH,ST,NW,22903, ,R,,,,,8981
8982,543416182,210,11,APT, ,15TH,ST,NW,22903, ,R,,,,,8982
8983,543416182,210,12,APT, ,15TH,ST,NW,22903, ,R,,,,,8983
8042,89371620,418,, , ,AVON,ST, ,22902, ,C,,,,,8042
8474,1475414293,1223,1,STE, ,HARRIS,ST, ,22903, , ,,,,,8474
8494,607716794,616,B,APT, ,LOCUST,AVE, ,22902, ,R,,,,,8494
8521,131746555,104,B,APT, ,WELK,PL, ,22903, ,R,,,,,8521
8582,437215099,706,B,APT, ,CONCORD,AVE, ,22903, ,R,,,,,8582
8583,437215099,706,A,APT, ,CONCORD,AVE, ,22903, ,R,,,,,8583
8610,132446637,503,A,APT, ,HARRIS,RD, ,22903, ,R,,,,,8610
8615,132976702,511,A,APT, ,HARRIS,RD, ,22903, ,R,,,,,8615
8617,132706676,507,B,APT, ,HARRIS,RD, ,22903, ,R,,,,,8617
8666,131896574,106,B,APT, ,WELK,PL, ,22903, ,R,,,,,8666
8707,132216595,108,A,APT, ,WELK,PL, ,22903, ,R,,,,,8707
8801,116694805,212,A,APT, ,CLEVELAND,AVE, ,22903, ,R,,,,,8801
8824,113484311,902,, , ,ROCK CREEK,RD, ,22903, ,R,,,,,8824
8825,106033203,1636,, , ,MULBERRY,AVE, ,22903, ,R,,,,,8825
8826,105203290,1633,, , ,CHERRY,AVE, ,22903, ,R,,,,,8826
8827,166611957,1500,, , ,GREENLEAF,LN, ,22903, ,R,,,,,8827
8828,169611979,1511,, , ,GREENLEAF,LN, ,22903, ,R,,,,,8828
8829,177212121,1316,, , ,OXFORD,PL, ,22903, ,R,,,,,8829
8830,178812134,1318,, , ,OXFORD,PL, ,22903, ,R,,,,,8830
8831,179912140,1320,, , ,OXFORD,PL, ,22903, ,R,,,,,8831
8832,401514695,2028,, , ,MINOR,RD, ,22903, ,R,,,,,8832
8833,92861959,1409,, , ,CHERRY,AVE, ,22903, ,R,,,,,8833
8834,94282149,1417,, , ,CHERRY,AVE, ,22903, ,R,,,,,8834
8835,94332107,1417,, , ,BRIARCLIFF,AVE, ,22903, ,R,,,,,8835
8836,111173994,626,, , ,BAILEY,RD, ,22903, ,R,,,,,8836
8840,105193206,804,, , ,BOLLING,AVE, ,22902, ,R,,,,,8840
8842,941319978,1515,, , ,CHESAPEAKE,ST, ,22902, ,R,,,,,8842
8843,78678891,217,, , ,12TH,ST,NE,22902, ,R,,,,,8843
8844,78868887,306,, , ,13TH,ST,NE,22902, ,R,,,,,8844
8026,113019846,1604,, , ,DAIRY,RD, ,22903, ,R,,,,,8026
8027,250313023,121,, , ,ROBINSON WOODS, , ,22903, ,R,,,,,8027
8845,79828921,302,, , ,13TH,ST,NE,22902, ,R,,,,,8845
8846,80058939,209,, , ,12TH,ST,NE,22902, ,R,,,,,8846
8847,96379606,311,, , ,SPRUCE,ST, ,22902, ,R,,,,,8847
8848,966217264,1107,, , ,MYRTLE,ST, ,22902, ,R,,,,,8848
8849,7564588,204,, , ,SPRING,ST, ,22903, ,R,,,,,8849
8850,7570583,1018,, , ,GROVE,ST, ,22903, ,R,,,,,8850
8851,7599628,1107,, , ,GROVE,ST, ,22903, ,R,,,,,8851
8852,7678677,1201,, , ,GROVE,ST, ,22903, ,R,,,,,8852
8969,104723152,706,B,APT, ,ROCK CREEK,RD, ,22903, ,R,,,,,8969
8028,162911902,1607,, , ,BRUCE,AVE, ,22903, ,R,,,,,8028
8029,165011931,1603,, , ,GREENLEAF,LN, ,22903, ,R,,,,,8029
8030,165311926,1627,, , ,CAMBRIDGE,CIR, ,22903, ,R,,,,,8030
8038,165611985,1706,, , ,RUGBY,CIR, ,22903, ,R,,,,,8038
8039,140176612,156,, , ,OLD FIFTH,CIR, ,22903, ,R,,,,,8039
8040,140106727,170,, , ,OLD FIFTH,CIR, ,22903, ,R,,,,,8040
8043,100162660,112,, , ,STRIBLING,AVE, ,22903, ,R,,,,,8043
8044,102332997,215,, , ,STRIBLING,AVE, ,22903, ,R,,,,,8044
8045,102412602,110,, , ,STRIBLING,AVE, ,22903, ,R,,,,,8045
8046,159111913,1208,, , ,BLUE RIDGE,RD, ,22903, ,R,,,,,8046
8047,103182959,1104,, , ,LEONARD,ST, ,22902, ,R,,,,,8047
8048,102933195,130,, , ,STRIBLING,AVE, ,22903, ,R,,,,,8048
8049,104503153,140,, , ,STRIBLING,AVE, ,22903, ,R,,,,,8049
8050,104643260,237,, , ,STRIBLING,AVE, ,22903, ,R,,,,,8050
8051,106253319,2408,, , ,SUNSET,RD, ,22903, ,R,,,,,8051
8052,106283327,2407,, , ,SUNSET,RD, ,22903, ,R,,,,,8052
8053,108563580,2413,, , ,SUNSET,RD, ,22903, ,R,,,,,8053
8054,109153694,2416,, , ,SUNSET,RD, ,22903, ,R,,,,,8054
8055,109283681,2415,, , ,SUNSET,RD, ,22903, ,R,,,,,8055
8056,132506627,901,, , ,ROUGEMONT,AVE, ,22902, ,R,,,,,8056
8057,132626634,216,, , ,PALATINE,AVE, ,22902, ,R,,,,,8057
8063,100029698,1610,, ,E,MARKET,ST, ,22902, ,R,,,,,8063
8064,100152608,1602,, ,E,MARKET,ST, ,22902, ,R,,,,,8064
8065,390214543,934,, , ,HENRY,AVE, ,22903, ,R,,,,,8065
8066,391814577,943,, , ,CHARLTON,AVE, ,22903, ,R,,,,,8066
8067,102779772,1809,, ,E,MARKET,ST, ,22902, ,R,,,,,8067
8068,103239758,1715,, ,E,MARKET,ST, ,22902, ,R,,,,,8068
8069,87209214,1208,, ,E,MARKET,ST, ,22902, , ,,,,,8069
8070,87989280,1218,, ,E,MARKET,ST, ,22902, , ,,,,,8070
8071,94229529,1404,, ,E,MARKET,ST, ,22902, ,R,,,,,8071
8073,396914648,717,, , ,CYNTHIANNA,AVE, ,22903, ,R,,,,,8073
8074,398314637,924,, , ,HENRY,AVE, ,22903, ,R,,,,,8074
8075,403814689,918,, , ,HENRY,AVE, ,22903, ,R,,,,,8075
8076,404114721,711,, , ,CYNTHIANNA,AVE, ,22903, ,R,,,,,8076
8086,104711132,1606,, , ,KEITH VALLEY,RD, ,22901, ,R,,,,,8086
8087,111011239,1603,, , ,KEITH VALLEY,RD, ,22903, ,R,,,,,8087
8088,7616607,602,, , ,DICE,ST, ,22903, ,R,,,,,8088
8197,108443582,2414,B,APT, ,SUNSET,RD, ,22903, ,R,,,,,8197
8295,82941266,108,2,APT, ,OBSERVATORY,AVE, ,22903, ,R,,,,,8295
8424,742323608,1130,A,APT, ,LITTLE HIGH,ST, ,22902, ,R,,,emerickr,2014-12-29T22:35:28.000Z,8424
8650,86761471,2111,22,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,8650
8651,86761471,2111,23,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,8651
8763,86761407,2111,26,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,8763
8774,7482452,520,7,APT,E,MAIN,ST, ,22902, ,R,,,,,8774
8805,137037196,1637,A,APT, ,MERIDIAN,ST, ,22902, ,R,,,,,8805
8001,81308961,1108,B,#,E,MARKET,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52089
8002,643217043,701,201,#,E,HIGH,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,52090
8003,693417207,609,104,#,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:22:55.000Z,52091
8004,693417207,609,211,#,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:22:55.000Z,52092
8005,693417207,609,212,#,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:22:55.000Z,52093
8006,6785154,401,200,#,E,MARKET,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:22:56.000Z,52094
8007,620416900,307,C,#, ,2ND,ST,NW,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52095
8267,125455777,909,A,APT, ,RIVES,ST, ,22902, ,R,,,,,8267
8460,7853819,309,B,APT, ,5TH,ST,SW,22903, ,R,,,,,8460
8585,1394415826,314,200,APT, ,14TH,ST,NW,22903, ,R,,,,,8585
8603,81681068,413,D,APT,,5TH,ST,SW,22903, ,R,,,,,8603
8604,81681068,413,E,APT,,5TH,ST,SW,22903, ,R,,,,,8604
8608,150611772,2401,28,APT, ,ARLINGTON,BLVD, ,22903, ,R,,,,,8608
8908,116644832,722,, , ,SHAMROCK,RD, ,22903, ,R,,,,,8908
8909,260913162,1151,, , ,KENSINGTON,AVE, ,22903, ,R,,,,,8909
8910,269213270,1147,, , ,KENSINGTON,AVE, ,22903, ,R,,,,,8910
8911,1452817358,717,, , ,RAINIER,RD, ,22903, ,R,,,,,8911
8912,1461717363,815,, , ,RAINIER,RD, ,22903, ,R,,,,,8912
8913,1445217397,723,, , ,RAINIER,RD, ,22903, ,R,,,,,8913
8914,1445217397,725,, , ,RAINIER,RD, ,22903, ,R,,,,,8914
8915,1462417364,823,, , ,RAINIER,RD, ,22903, ,R,,,,,8915
8916,1461717363,809,, , ,RAINIER,RD, ,22903, ,R,,,,,8916
8917,1443417365,843,, , ,RAINIER,RD, ,22903, ,R,,,,,8917
8918,139906473,135,, , ,OLD FIFTH,CIR, ,22903, ,R,,,,,8918
8919,140176612,152,, , ,OLD FIFTH,CIR, ,22903, ,R,,,,,8919
8920,117304904,1622,, , ,TRAILRIDGE,RD, ,22903, ,R,,,,,8920
8921,117364911,724,, , ,SHAMROCK,RD, ,22903, ,R,,,,,8921
8922,117384915,716,, , ,VILLAGE,RD, ,22903, ,R,,,,,8922
8923,118314979,1602,, , ,DUBLIN,RD, ,22903, ,R,,,,,8923
8168,124085643,901,B,APT, ,RIVES,ST, ,22902, ,R,,,,,8168
8569,1507518324,401,312,APT,,4TH,ST,NW,22903, ,R,,,,,8569
8570,1507518324,401,313,APT,,4TH,ST,NW,22903, ,R,,,,,8570
8676,1507518324,401,306,APT,,4TH,ST,NW,22903, ,R,,,,,8676
8677,1507518324,401,314,APT,,4TH,ST,NW,22903, ,R,,,,,8677
8907,116354780,710,, , ,VILLAGE,RD, ,22903, ,R,,,,,8907
8945,1507518324,401,110,APT,,4TH,ST,NW,22903, ,R,,,,,8945
8946,1507518324,401,111,APT,,4TH,ST,NW,22903, ,R,,,,,8946
8147,1448817349,921,, , ,BING,LN, ,22903, ,R,,,,,8147
8877,49627981,1205,, , ,LONG,ST, ,22901, ,C,,,,,8877
8924,118445030,108,, , ,VILLAGE,CT, ,22903, ,R,,,,,8924
8819,548517482,115,, , ,ELLIEWOOD,AVE, ,22903, , ,,,,,8819
8820,535720120,9,, , ,ELLIEWOOD,AVE, ,22903, , ,,,,,8820
8821,89411621,1300,, , ,CHERRY,AVE, ,22903, ,R,,,,,8821
8822,107573481,769,, , ,PROSPECT,AVE, ,22903, ,R,,,,,8822
8823,113164317,602,, , ,BAILEY,RD, ,22903, ,R,,,,,8823
8927,247413037,1531,, , ,WESTWOOD,RD, ,22903, ,R,,,,,8927
8928,247713029,1301,, , ,GREENWAY,RD, ,22903, ,R,,,,,8928
8929,261113235,1221,, , ,GREENWAY,RD, ,22903, ,R,,,,,8929
8930,262313210,1534,, , ,WESTWOOD,RD, ,22903, ,R,,,,,8930
8953,318213774,808,, , ,NORTH,AVE, ,22901, ,R,,,,,8953
8954,59978200,709,, , ,ST CLAIR,AVE, ,22902, ,R,,,,,8954
8955,60348211,710,, , ,ST CLAIR,AVE, ,22902, ,R,,,,,8955
8956,422714936,903,, , ,FOREST,ST, ,22903, ,R,,,,,8956
8957,422714936,905,, , ,FOREST,ST, ,22903, ,R,,,,,8957
8958,133616788,104,, , ,LIDE,PL, ,22902, ,R,,,,,8958
8959,133646780,106,, , ,GRIMES,PL, ,22902, ,R,,,,,8959
8972,598116706,425,4,APT,,1ST,ST,N ,22902, ,R,,,,,8972
9000,77568842,322,, , ,MEADE,AVE, ,22902, ,R,,,,,9000
8428,533816080,630,U,#, ,PARK,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52238
8429,84031298,505,B,#, ,RIDGE,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52239
8430,85661426,517,H,#, ,RIDGE,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52240
8431,85661426,517,I,#, ,RIDGE,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52241
8432,85661426,517,A,#, ,RIDGE,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52242
8433,84031298,505,A,#, ,RIDGE,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52243
8434,63568345,1404,B,#, ,MOORES,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52244
8442,357814305,770,B,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52245
8446,90722283,713,C,#, ,6TH,ST,SE,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52246
8447,90722283,713,D,#, ,6TH,ST,SE,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52247
8453,7923894,2010,10,#, ,STADIUM,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52250
8454,7923894,2010,11,#, ,STADIUM,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52251
8455,7943920,2006,3,#, ,STADIUM,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52252
8456,7943920,2006,4,#, ,STADIUM,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52253
8459,7863810,332,A,#, ,7 1/2,ST,SW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52254
8461,7495536,306,B,#, ,7 1/2,ST,SW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52255
8466,123555579,1014,4,#, ,RIDGE,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52258
8467,81521060,208,1,#, ,DICE,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52259
8470,123195525,1506,B,#, ,6TH,ST,SE,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52262
8482,6898181,300,B,#,E,MARKET,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:08.000Z,52265
8487,1474317318,126,H,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52267
8488,88201822,935,B,#, ,2ND,ST,SE,22902, ,C,,,PFAUTZ,2016-11-28T17:23:09.000Z,52268
8490,456915285,163,6,#, ,CHANCELLOR,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52269
8491,549016079,224,603,#, ,14TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52270
8492,549016079,224,604,#, ,14TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52271
8495,1002017274,915,2,#, ,BELMONT,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:08.000Z,52272
8931,339813997,1110,200,#, ,ROSE HILL,DR, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:07.000Z,52356
8020,7881935,1800,812,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,8020
8138,7979930,1800,79,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,8138
8139,7979930,1800,91,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,8139
8140,7979930,1800,74,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,8140
8141,7979930,1800,81,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,8141
8142,7979930,1800,86,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,8142
8196,656598,122,2,APT, ,OAKHURST,CIR, ,22903, ,R,,,,,8196
8294,7979930,1800,85,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,8294
8312,13937136,416,3,APT, ,MONROE,LN, ,22903, ,R,,,,,8312
8320,92481898,1122,B,APT, ,FOREST HILLS,AVE, ,22903, ,R,,,,,8320
8396,1393717835,420,6,APT, ,MONROE,LN, ,22903, ,R,,,,,8396
8397,13937136,416,1,APT, ,MONROE,LN, ,22903, ,R,,,,,8397
8398,13937136,416,2,APT, ,MONROE,LN, ,22903, ,R,,,,,8398
8457,7881935,1800,1001,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,8457
8598,13933265,730,3D,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,8598
8684,13933265,730,2A,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,8684
8685,13933265,730,4A,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,8685
8328,7291409,215,3D,UNIT, ,5TH,ST,SW,22903, ,R,,,,,8328
8392,6984753,109,, , ,1ST,ST,S,22902, , ,,,,,8392
8008,630716978,211,A,#, ,2ND,ST,NW,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52096
8012,62010585,2308,A,#, ,DELLMEAD,LN, ,22901, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52097
8019,343514085,621,B,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52098
8441,37610251,2307,A,APT, ,NORTH BERKSHIRE,RD, ,22901, ,R,,,,,8441
8445,613816832,432,2,APT, ,3RD,ST,NE,22902, ,R,,,,,8445
8462,7291409,215,1C,UNIT, ,5TH,ST,SW,22903, ,R,,,,,8462
8463,7291409,215,1B,UNIT, ,5TH,ST,SW,22903, ,R,,,,,8463
8502,100339707,1419,A,APT, ,BURGESS,LN, ,22902, ,R,,,,,8502
8725,703321645,225,, ,E,MAIN,ST, ,22902, , ,,,,,8725
8784,369114326,1407,C,APT, ,GRADY,AVE, ,22903, ,R,,,,,8784
8814,370214221,1736,, , ,ALLIED,ST, ,22903, ,C,,,,,8814
8860,701721655,221,, ,E,MAIN,ST, ,22902, , ,,,,,8860
8861,702521656,223,, ,E,MAIN,ST, ,22902, , ,,,,,8861
8862,687721651,112,, , ,2ND,ST,NE,22902, , ,,,,,8862
8022,272213318,2125,5,#, ,IVY,RD, ,22903, ,C,,,PFAUTZ,2016-11-28T17:22:56.000Z,52100
8024,109343735,910,D,#, ,1ST,ST,S,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52101
8031,123225546,1007,C,#, ,ALTAVISTA,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52103
8033,81391098,310,2,#, ,AVON,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:22:56.000Z,52104
8035,132766975,1002,102,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52106
8036,132766975,1002,103,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52107
8037,132766975,1002,110,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52108
8058,132766975,1002,111,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52109
8059,132766975,1002,112,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52110
8060,117574902,1002,A,#, ,MONTROSE,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52111
8061,118985037,910,A,#, ,ELLIOTT,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52112
8062,423014924,211,B,#, ,CHANCELLOR,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52113
8077,65510608,2204,7,#, ,NORTH BERKSHIRE,RD, ,22901, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52114
8078,65510608,2204,8,#, ,NORTH BERKSHIRE,RD, ,22901, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52115
8081,134596920,1000,107,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52117
8082,134596920,1000,108,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52118
8083,134596920,1000,109,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52119
8097,81879010,1110,14G,#,E,MARKET,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:22:55.000Z,52120
8098,533816080,630,W,#, ,PARK,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52121
8119,399114641,426,1,#, ,17TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52122
8120,630717035,205,D,#, ,2ND,ST,NW,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52123
8121,579716533,414,A,#, ,ALTAMONT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52124
8126,497015676,330,6,#, ,15TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52126
8158,299313611,611,105,#, ,RUGBY,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52129
8476,598116756,423,5A,APT,,1ST,ST,N ,22902, ,R,,,,,8476
8159,299313611,611,106,#, ,RUGBY,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52130
8160,299313611,611,113,#, ,RUGBY,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52131
8161,299313611,611,114,#, ,RUGBY,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52132
8162,299313611,611,201,#, ,RUGBY,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52133
8163,299313611,611,202,#, ,RUGBY,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52134
8164,299313611,611,210,#, ,RUGBY,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52135
8165,299313611,611,211,#, ,RUGBY,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52136
8166,6745147,415,9,#, ,BRANDON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52137
8167,6745147,415,10,#, ,BRANDON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52138
8193,343514085,611,B,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52139
8194,343514085,611,C,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52140
8195,357814186,720,A,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52141
8198,112614443,207,A,#, ,SUNSET,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52142
8202,345414062,627,A,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52146
8203,345414062,627,B,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52147
8204,357814305,766,B,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52148
8206,84481325,101,1,#, ,WASHINGTON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52149
8207,86321456,2000,7,#, ,JEFFERSON PARK,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52150
8208,343514151,606,B,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52151
8209,357814231,714,C,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52152
8227,7450516,300,4,#, ,MONTEBELLO,CIR, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52153
8234,67738482,820,7,#,E,HIGH,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:22:55.000Z,52156
8235,1474317318,126,K,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52157
8238,637017003,705,A,#, ,MAPLE,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:55.000Z,52160
8477,598116756,423,1B,APT,,1ST,ST,N ,22902, ,R,,,,,8477
8503,38847694,1222,H,APT, ,SMITH,ST, ,22901, ,R,,,,,8503
8504,38847694,1222,G,APT, ,SMITH,ST, ,22901, ,R,,,,,8504
8528,27917441,2215,B,APT, ,HYDRAULIC,RD, ,22901, ,R,,,,,8528
8536,233012810,107,, , ,LOCUST LANE,CT, ,22901, ,R,,,,,8536
8566,629117020,247,, , ,RIDGE MCINTIRE,RD, ,22903, ,C,,,,,8566
8597,13933265,730,3C,UNIT, ,WALKER,SQ, ,22903, ,R,,,,,8597
8776,359014194,1703,, , ,ALLIED,ST, ,22903, ,C,,,,,8776
8777,359014194,1707,, , ,ALLIED,ST, ,22903, ,C,,,,,8777
8782,130276400,1709,, , ,MONTICELLO,RD, ,22902, , ,,,,,8782
8813,370214221,1734,, , ,ALLIED,ST, ,22903, ,C,,,,,8813
8853,325314068,785,, , ,MADISON,AVE, ,22903, ,R,,,,,8853
8854,131336522,109,, , ,HARRIS,RD, ,22903, ,R,,,,,8854
